id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
3691,Maruti S-Cross Delta DDiS 200 SH,J,2018,12923,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5.0,11.26,4
3692,Skoda Rapid 1.6 MPI AT Style Plus,B,2017,24000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5.0,,4
3693,Toyota Etios G,G,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5.0,,3
3694,BMW X5 xDrive 30d M Sport,D,2017,21000,Diesel,Automatic,Second,15.97 kmpl,2993 CC,258 bhp,5.0,,5
3695,Renault KWID 1.0 RXT Optional,G,2017,63262,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5.0,4.78,2
3696,Mercedes-Benz New C-Class C 220 CDI Avantgarde,J,2014,64000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5.0,,5
3697,Chevrolet Cruze LTZ,E,2014,80073,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5.0,,3
3698,Audi Q3 30 TDI Premium FWD,E,2018,22060,Diesel,Automatic,First,18.51 kmpl,1968 CC,147.51 bhp,5.0,44.8,5
3699,Hyundai Verna 1.6 SX,I,2011,34994,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
3700,Maruti Vitara Brezza VDi Option,F,2018,11000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,,4
3701,Audi A6 2011-2015 2.0 TDI,H,2014,54862,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
3702,Skoda Superb Style 2.0 TDI AT,B,2017,42000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5.0,36.94,5
3703,Honda City i DTEC VX Option,E,2017,45366,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,,4
3704,Hyundai Grand i10 CRDi Magna,I,2017,14000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3705,Ford Fiesta Classic 1.4 Duratorq CLXI,D,2013,123000,Diesel,Manual,,17.8 kmpl,1399 CC,67 bhp,5.0,,3
3706,Toyota Innova Crysta 2.4 GX MT,D,2017,67489,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7.0,19.37,5
3707,Mercedes-Benz E-Class E250 CDI Avantgrade,K,2014,37382,Diesel,Automatic,First,13.0 kmpl,2143 CC,201.1 bhp,5.0,,5
3708,Mahindra XUV500 W10 2WD,H,2016,51884,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
3709,Maruti Swift Dzire ZXi,E,2013,59254,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3
3710,Volkswagen Polo GT TSI,J,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5.0,,3
3711,Land Rover Range Rover 2.2L Dynamic,E,2018,36091,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
3712,Hyundai Verna 1.6 SX,I,2013,37873,Diesel,Manual,First,,1582 CC,126.32 bhp,5.0,,3
3713,Skoda Octavia Elegance 2.0 TDI AT,K,2013,50000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,5
3714,Toyota Innova Crysta 2.8 GX AT,C,2018,20300,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,20.97,5
3715,Honda City ZX GXi,H,2009,69690,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5.0,,3
3716,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,B,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5.0,,4
3717,Maruti Eeco 5 STR With AC Plus HTR CNG,H,2019,21112,CNG,Manual,First,15.1 kmpl,1196 CC,73 bhp,5.0,,3
3718,Honda CR-V 2.4 AT,J,2010,94000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,3
3719,Hyundai Xcent 1.1 CRDi Base,G,2014,60000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5.0,,3
3720,Skoda Rapid 1.5 TDI Ambition,B,2012,54500,Diesel,Manual,First,21.13 kmpl,1498 CC,108.4 bhp,5.0,13.72,3
3721,Honda City 1.5 S MT,F,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,,5.0,,3
3722,Ford Ecosport 1.5 Ti VCT MT Titanium,K,2013,58000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,4
3723,Toyota Innova 2.5 G (Diesel) 7 Seater,L,,90000,Diesel,Manual,First,12.99 kmpl,2494 CC,,7.0,,4
3724,Isuzu MUX 4WD,G,2017,34429,Diesel,Automatic,First,13.8 kmpl,2999 CC,174.57 bhp,7.0,33.68,5
3725,Tata Nano XTA,E,2016,5240,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4.0,,3
3726,Toyota Corolla 1.8 J,J,2011,67422,Petrol,Manual,Second,14.53 kmpl,1798 CC,138 bhp,5.0,,3
3727,Maruti SX4 S Cross DDiS 200 Zeta,F,2016,82497,Diesel,Manual,First,23.65 kmpl,1248 CC,88.5 bhp,5.0,,4
3728,Maruti Ertiga ZDI,D,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,,3
3729,Toyota Etios G,C,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5.0,,2
3730,BMW X1 xDrive 20d xLine,B,2016,7000,Diesel,Automatic,First,20.68 kmpl,1995 CC,190 bhp,5.0,,5
3731,Mercedes-Benz E-Class 280 CDI,B,2005,131000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5.0,,4
3732,Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,D,,110000,Diesel,Automatic,First,16.96 kmpl,1968 CC,138.1 bhp,5.0,,4
3733,Audi A6 2011-2015 35 TFSI Technology,B,2015,55985,Petrol,Automatic,First,13.53 kmpl,1984 CC,177.01 bhp,5.0,,5
3734,Mahindra Scorpio VLX 2WD Airbag BSIII,K,2011,73000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,3
3735,Hyundai Grand i10 AT Asta,F,2016,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
3736,Chevrolet Aveo 1.4 LT ABS BSIV,C,2010,80000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,1
3737,Hyundai Grand i10 CRDi Magna,,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3738,Volkswagen Polo 1.5 TDI Trendline,G,2014,82621,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,3
3739,Volkswagen Ameo 1.2 MPI Comfortline,C,2017,14800,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5.0,,3
3740,Skoda Superb 1.8 TSI,C,2010,35102,Petrol,Automatic,First,12.6 kmpl,1798 CC,161.6 bhp,5.0,,3
3741,Maruti Swift VDI,D,2016,35000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
3742,Hyundai Grand i10 Sportz,H,,26038,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
3743,Toyota Corolla Altis 2008-2013 1.8 VL AT,C,2011,88000,,Automatic,First,14.53 kmpl,1794 CC,138.1 bhp,5.0,,3
3744,Maruti Swift LXI BSIV,E,2008,50121,Petrol,Manual,First,20.4 kmpl,1197 CC,83.11 bhp,5.0,,3
3745,Tata Indigo CS Emax CNG GLX,C,2014,41000,CNG,Manual,First,24.6 kmpl,1193 CC,55.23 bhp,5.0,,2
3746,Honda Jazz V CVT,F,2015,33000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5.0,10.17,4
3747,Hyundai Grand i10 CRDi Sportz Celebration Edition,H,2018,35070,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3748,Audi A6 2011-2015 2.0 TDI,E,2013,70998,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
3749,Hyundai Grand i10 Sportz,J,2015,27000,Petrol,Manual,First,18.9 kmpl,1197 CC,,5.0,,3
3750,BMW 5 Series 2013-2017 520d Luxury Line,K,2015,14000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,,5
3751,Maruti Celerio VXI AT,F,2014,24300,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
3752,Hyundai i10 Asta AT,B,2011,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3
3753,BMW X1 sDrive20d,C,2012,66000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,,4
3754,Hyundai i10 Magna,B,2010,55980,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
3755,Hyundai i20 1.4 CRDi Magna,F,2012,71360,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5.0,,3
3756,Maruti Ertiga ZDI Plus,F,2016,42000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,13.33,4
3757,BMW 5 Series 2003-2012 520d,B,2013,78000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,5
3758,Chevrolet Beat LS,J,2011,76155,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,,1
3759,Skoda Laura Elegance MT,G,2010,82407,Diesel,Manual,First,17.5 kmpl,,106 bhp,5.0,,3
3760,Mahindra Scorpio VLX,I,2014,42000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4
3761,Toyota Innova 2.5 G (Diesel) 7 Seater,B,2015,102000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,4
3762,Volkswagen Polo Petrol Trendline 1.2L,J,2015,58000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,,3
3763,Honda Mobilio S i DTEC,H,2015,50624,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7.0,,3
3764,Toyota Fortuner 3.0 Diesel,J,2011,75000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,4
3765,Chevrolet Optra 1.6 LT Royale,H,2013,55176,Petrol,Manual,Second,17.4 kmpl,1599 CC,104 bhp,5.0,,3
3766,Chevrolet Beat Diesel LT,H,2012,42706,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5.0,,2
3767,Maruti Swift Dzire ZXi,J,2013,40000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,3
3768,Honda Mobilio S i VTEC,H,2018,35442,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7.0,,4
3769,Toyota Fortuner 2.8 2WD AT,E,2019,28069,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7.0,34.45,5
3770,BMW 5 Series 2013-2017 530d M Sport,E,2016,20967,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5.0,,5
3771,Maruti Zen Estilo LXI Green (CNG),C,2008,42496,CNG,Manual,First,26.3 kmpl,998 CC,67.1 bhp,5.0,,1
3772,Tata Tiago 1.2 Revotron XT,G,2016,42700,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5.0,5.61,3
3773,Honda Jazz 1.2 VX i VTEC,B,2016,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,3
3774,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,I,2016,34000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5.0,,5
3775,BMW 7 Series 730Ld Eminence,H,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,261.49 bhp,5.0,1.4,5
3776,Mahindra Scorpio SLE BSIV,K,2013,70359,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4
3777,Mercedes-Benz New C-Class C250 Avantgarde,D,2011,60000,Petrol,Automatic,First,11.74 kmpl,1796 CC,,5.0,,5
3778,Honda Amaze E i-Dtech,C,2016,62000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
3779,Honda City 1.5 S MT,G,2011,95936,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,3
3780,Maruti Swift ZXI ABS,E,2012,78212,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,3
3781,Honda City 1.5 V MT Exclusive,J,2012,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,,5.0,,3
3782,Hyundai i10 Magna 1.2,G,2011,40496,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
3783,Honda Amaze E i-Dtech,J,2013,45000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
3784,Honda City 1.5 V AT,B,2010,69000,Petrol,Automatic,Second,16.8 kmpl,1497 CC,118 bhp,5.0,,2
3785,Maruti Swift 1.3 VXi,I,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,,1
3786,Honda Amaze S i-Vtech,G,2016,6714,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,,3
3787,BMW X3 xDrive20d xLine,H,2017,41816,Diesel,Automatic,First,18.56 kmpl,1995 CC,190 bhp,5.0,,5
3788,Renault Duster 85PS Diesel RxL Explore,C,2016,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,,4
3789,Honda City i DTEC VX,G,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5.0,,3
3790,Volkswagen Polo Diesel Comfortline 1.2L,K,2012,78500,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
3791,Honda Accord 2.4 MT,H,2011,54316,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,5.0,,3
3792,Mahindra Scorpio VLX 2WD BSIV,F,2014,90000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,4
3793,Hyundai i10 Magna Optional 1.1L,F,2008,80400,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5.0,,2
3794,Maruti Ignis 1.2 Delta,E,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5.0,6.07,3
3795,Maruti Ertiga VDI,H,,58734,Diesel,Manual,First,20.77 kmpl,,88.76 bhp,7.0,,3
3796,Mahindra KUV 100 mFALCON G80 K2,F,2016,24025,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,6.0,,3
3797,Mercedes-Benz S Class 2005 2013 S 350 CDI,F,2010,37000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5.0,,5
3798,Hyundai Grand i10 CRDi Magna,F,2015,35000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3799,Honda Amaze S i-VTEC,G,2014,18776,Petrol,Manual,First,17.8 kmpl,1198 CC,86.7 bhp,5.0,,3
3800,Tata Safari Storme 2012-2015 VX,F,2014,90000,Diesel,Manual,First,14.0 kmpl,2179 CC,138.1 bhp,7.0,,4
3801,Hyundai Grand i10 CRDi Sportz Celebration Edition,H,2017,34429,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3802,Toyota Innova Crysta 2.8 GX AT,L,2016,100200,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,19.21,5
3803,Maruti Eeco 7 Seater Standard,E,2012,56661,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7.0,4.98,3
3804,Maruti Swift VDI BSIV,F,2013,68800,Diesel,Manual,First,17.8 kmpl,1248 CC,,5.0,,3
3805,Hyundai EON Sportz,G,2017,23360,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3
3806,Maruti SX4 Vxi BSIII,G,2007,76000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5.0,,1
3807,Maruti SX4 S Cross DDiS 320 Zeta,E,2016,61717,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,5.0,,4
3808,Volkswagen Vento 1.5 TDI Highline,L,2015,52123,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,4
3809,Mercedes-Benz New C-Class 220 CDI AT,G,2010,74213,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,,4
3810,BMW 5 Series 2003-2012 530d Highline,E,2013,108640,Diesel,Automatic,First,11.5 kmpl,2993 CC,235 bhp,5.0,,5
3811,Tata Zest Revotron 1.2T XE,B,2017,100000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5.0,6.83,3
3812,,B,2015,120000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5.0,,3
3813,Maruti Alto 800 LXI,H,2016,34267,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3
3814,BMW X3 xDrive20d Expedition,K,2015,65000,Diesel,Automatic,Second,18.56 kmpl,1995 CC,190 bhp,5.0,,5
3815,Ford EcoSport 1.0 Ecoboost Titanium Plus BE,H,2014,54173,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5.0,,3
3816,Mercedes-Benz E-Class E400 Cabriolet,I,2015,7501,Petrol,Automatic,First,10.0 kmpl,2996 CC,333 bhp,4.0,87.57,5
3817,BMW X1 sDrive20d,L,2012,94000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,,4
3818,Maruti Esteem Vxi - BSIII,D,2007,30441,Petrol,Manual,First,15.9 kmpl,1298 CC,85 bhp,5.0,,1
3819,Maruti Celerio LXI,I,2015,30458,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,2
3820,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,H,2016,35058,Petrol,Manual,First,15.0 kmpl,1598 CC,103.52 bhp,5.0,,3
3821,Honda Brio S MT,I,2013,33280,Petrol,,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2
3822,Toyota Corolla H4,D,2005,83929,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5.0,,2
3823,Mercedes-Benz GLA Class 200 d Sport,C,2017,35000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,,5
3824,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,F,2012,210000,Diesel,Manual,First,,,100 bhp,7.0,,4
3825,Hyundai i10 Sportz,H,2012,42591,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
3826,BMW 5 Series 520d Sedan,C,2012,95000,Diesel,Automatic,Second,18.48 kmpl,,,,,5
3827,Maruti Ritz VDi,F,2012,96000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,3
3828,Maruti Swift VDI BSIV,J,2015,60095,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3
3829,Honda City 1.5 S MT,I,2009,42000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,,2
3830,Hyundai Grand i10 1.2 CRDi Sportz,J,2015,59261,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5.0,8.18,3
3831,Hyundai Grand i10 CRDi Sportz,J,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
3832,Volkswagen Polo 1.2 MPI Comfortline,E,2015,25845,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5.0,,3
3833,Maruti Celerio VXI AT,C,2016,36789,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
3834,Hyundai i10 Sportz,E,2014,31446,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
3835,Jaguar F Type 5.0 V8 S,F,2015,8000,,Automatic,First,12.5 kmpl,5000 CC,488.1 bhp,2.0,,5
3836,Maruti Zen Estilo VXI BSIII,F,2010,39300,Petrol,Manual,First,18.2 kmpl,998 CC,,5.0,,2
3837,Maruti Dzire LDI,C,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5.0,7.91,2
3838,Volkswagen Vento 1.5 TDI Highline,G,2015,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5.0,,3
3839,Maruti Vitara Brezza ZDi Plus Dual Tone,C,2016,,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,11.96,4
3840,Maruti Swift Dzire VDI,I,2015,43000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
3841,Audi A6 35 TDI Matrix,E,2017,36824,Diesel,Automatic,First,18.53 kmpl,1968 CC,187.74 bhp,5.0,69.37,5
3842,Maruti Swift Dzire LDI,I,2016,85450,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,,3
3843,Maruti Swift VDI BSIV,C,2007,121000,Diesel,Manual,Second,17.8 kmpl,1248 CC,,5.0,,2
,Maruti Alto K10 LXI Optional,C,2016,7000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,4.36,2
3845,Hyundai i20 Asta Option 1.4 CRDi,E,2016,99362,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
3846,Audi A4 2.0 TDI,K,2013,76000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,,5
3847,Hyundai i20 Sportz Option Diesel,F,2012,42600,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3
3848,Mercedes-Benz CLA 200 CDI Sport,E,2017,20969,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5.0,45.36,5
3849,Hyundai Creta 1.6 SX Plus Diesel,E,2017,63770,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
3850,Hyundai Verna 1.6 SX VTVT (O),H,2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5.0,,3
3851,Hyundai EON Sportz,F,2017,31829,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,,3
3852,Maruti Celerio VXI AT,B,2016,7100,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,,3
3853,Hyundai Verna 1.6 CRDi EX MT,I,2013,53280,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5.0,,3
3854,Hyundai i10 Magna,B,2008,38235,Petrol,Manual,,20.36 kmpl,,78.9 bhp,5.0,,1
3855,Renault Duster 110PS Diesel RxL,B,2014,58003,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
3856,Honda City i-VTEC VX,L,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,,12.68,3
3857,Hyundai i10 Sportz 1.2,F,2012,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
3858,Maruti Dzire VDI,J,2016,45376,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5.0,8.58,3
3859,Hyundai i20 1.4 Asta,D,2017,12000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,4
3860,Toyota Fortuner 4x2 4 Speed AT,G,2015,94000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,5
3861,Maruti Swift VXI BSIII,L,2008,65000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5.0,,2
3862,Honda Amaze EX i-Dtech,K,2013,33800,Diesel,Manual,Second,25.8 kmpl,,98.6 bhp,5.0,,3
3863,Hyundai i20 Asta Option 1.2,E,2016,24973,,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4
3864,Maruti Swift VDI BSIV,G,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,,3
3865,Nissan Micra Diesel XV,D,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5.0,,2
3866,Hyundai Grand i10 1.2 Kappa Magna,I,2018,4500,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,6.4,3
3867,Honda Amaze S i-Vtech,J,2015,52513,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,,,3
3868,Ford EcoSport 1.5 Diesel Titanium Plus,D,2016,29200,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,5.0,13.23,4
3869,Hyundai Verna SX CRDi AT,B,2014,71000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5.0,,3
3870,Maruti Wagon R VXI,,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,3
3871,Hyundai Xcent 1.2 Kappa SX,I,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3
3872,Maruti Swift Dzire VXI,,2015,19000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5.0,,3
3873,Toyota Etios G,J,2014,70000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,,2
3874,Hyundai i10 Magna,H,2011,65423,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
3875,Hyundai i20 1.4 CRDi Sportz,F,2015,68525,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5.0,,3
3876,Jaguar XF 2.2 Litre Luxury,H,2015,37340,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,5
3877,Ford Ecosport 1.5 Ti VCT MT Titanium,B,2017,27000,Petrol,Manual,First,15.8 kmpl,1499 CC,110 bhp,5.0,,4
3878,Volkswagen Polo 1.5 TDI Highline,D,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,3
3879,Jaguar XF Diesel,I,2012,43510,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5.0,,5
3880,Maruti Wagon R VXI AMT,,2016,30000,Petrol,Automatic,First,22.5 kmpl,998 CC,67 bhp,5.0,5.68,3
3881,Maruti SX4 ZXI MT BSIV,H,2011,79940,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5.0,,2
3882,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,H,2017,36884,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,,5
3883,Toyota Fortuner 2.8 2WD MT,E,2017,72668,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7.0,37.17,5
3884,Audi Q5 2008-2012 2.0 TDI,H,2013,13452,Diesel,Automatic,,12.8 kmpl,1968 CC,167.6 bhp,5.0,,5
3885,Hyundai Grand i10 Sportz,E,2017,22831,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,,3
3886,Skoda Fabia 1.2 MPI Ambiente Petrol,C,2011,47490,Petrol,Manual,First,17.5 kmpl,1198 CC,75 bhp,5.0,,2
3887,Ford Figo Aspire 1.2 Ti-VCT Ambiente,D,2016,29875,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,3
3888,Land Rover Range Rover 2.2L Pure,J,2014,72000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
3889,Hyundai Creta 1.6 CRDi SX Option,D,2015,41000,Diesel,Manual,,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
3890,,H,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5.0,36.15,5
